Car;Link;Price (RUR);Year
Audi A8 Long III (D4)6.3 л / 500 л.с. / Бензинавтоматседанполныйбежевый;https://auto.ru/cars/used/sale/audi/a8/1121003577-37c7f7d0/;2600000;2011
Audi Q7 I (4L) Рестайлинг3.0 л / 224 л.с. / Дизельавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1121002867-6a70e16f/;1710000;2011
Audi A6 IV (C7)3.0 л / 204 л.с. / Дизельроботседанполныйбелый;https://auto.ru/cars/used/sale/audi/a6/1121000629-98c43dc5/;1790000;2011
Audi Q7 I (4L) Рестайлинг3.0 л / 240 л.с. / Дизельавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1120956528-6c3478b8/;1870000;2011
Audi A3 II (8P) Рестайлинг 21.2 л / 105 л.с. / Бензинмеханикахэтчбек 5 дв.переднийбелый;https://auto.ru/cars/used/sale/audi/a3/1120943135-f8c2ddec/;960000;2011
Audi A6 III (C6) Рестайлинг2.8 л / 190 л.с. / Бензинмеханикаседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1120942065-ffadacda/;1360000;2011
Audi A1 I (8X)1.4 л / 185 л.с. / Бензинроботхэтчбек 3 дв.переднийкрасный;https://auto.ru/cars/used/sale/audi/a1/1121001875-0ba83c83/;1170000;2010
Audi A6 III (C6) Рестайлинг2.0 л / 170 л.с. / Бензинвариаторседанпереднийчёрный;https://auto.ru/cars/used/sale/audi/a6/1120997884-8fdd85de/;1070000;2010
Audi A4 IV (B8)3.0 л / 239 л.с. / Дизельмеханикаседанполныйбелый;https://auto.ru/cars/used/sale/audi/a4/1121000749-cd4e1a9e/;670000;2010
Audi A1 I (8X)1.6 л / 90 л.с. / Дизельроботхэтчбек 3 дв.переднийкрасный;https://auto.ru/cars/used/sale/audi/a1/1120880895-2aa33b08/;1180000;2010
Audi Q7 8-speed I (4L) Рестайлинг4.1 л / 340 л.с. / Дизельавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q7/1120998240-4869644f/;1980000;2009
Audi Q5 8tiptronic I (8R)2.0 л / 211 л.с. / Бензинавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q5/1120997229-a77d4612/;1950000;2009
Audi Q7 I (4L) Рестайлинг4.2 л / 355 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1119388647-2518d1d2/;2400000;2009
Audi A6 III (C6) Рестайлинг2.8 л / 190 л.с. / Бензинмеханикаседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1120998947-d9f7ab05/;1380000;2009
Audi Q5 I (8R)2.0 л / 180 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q5/1120939776-b43bfe79/;1670000;2009
Audi A5 I (8T)2.0 л / 180 л.с. / Бензинвариаторлифтбекпереднийчёрный;https://auto.ru/cars/used/sale/audi/a5/1120942083-16084e6f/;940000;2009
Audi A3 II (8P) Рестайлинг 22.0 л / 170 л.с. / Дизельмеханикахэтчбек 3 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/a3/1121003636-18acd9ef/;850000;2008
Audi Q7 I (4L)3.6 л / 280 л.с. / Бензинавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1121002755-8b99c52c/;1590000;2008
Audi Q7 I (4L)3.0 л / 233 л.с. / Дизельавтоматвнедорожник 5 дв.полныйсиний;https://auto.ru/cars/used/sale/audi/q7/1121002342-518e5ed3/;1030000;2007
Audi Q7 I (4L)4.1 л / 326 л.с. / Дизельавтоматвнедорожник 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/q7/1121001406-dcc061cc/;1550000;2007
Audi A6 III (C6)3.1 л / 249 л.с. / Бензинмеханикаседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1120997156-d9bdd471/;910000;2007
Audi Q7 I (4L)3.0 л / 233 л.с. / Дизельавтоматвнедорожник 5 дв.полныйбелый;https://auto.ru/cars/used/sale/audi/q7/1120946805-e451f38e/;1590000;2007
Audi A6 III (C6)3.0 л / 233 л.с. / Дизельмеханикаседанполныйсерый;https://auto.ru/cars/used/sale/audi/a6/1120892408-20d799a9/;940000;2007
Audi A4 III (B7)1.9 л / 115 л.с. / Дизельвариаторседанпереднийчёрный;https://auto.ru/cars/used/sale/audi/a4/1120871794-98c99503/;760000;2005
Audi A4 III (B7)2.0 л / 200 л.с. / Бензинмеханикаседанполныйчёрный;https://auto.ru/cars/used/sale/audi/a4/1120865712-621d8938/;560000;2005
Audi A6 II (C5) Рестайлинг2.4 л / 170 л.с. / Бензинавтоматуниверсал 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1121001060-495e8895/;730000;2002
Audi A4 I (B5) Рестайлинг2.4 л / 165 л.с. / Бензинавтоматуниверсал 5 дв.полныйсеребристый;https://auto.ru/cars/used/sale/audi/a4/1121000737-9ae00066/;350000;2001
Audi A6 II (C5)2.5 л / 180 л.с. / Дизельавтоматуниверсал 5 дв.полныйчёрный;https://auto.ru/cars/used/sale/audi/a6/1120362868-8eaea13f/;680000;2000
Audi A6 II (C5)2.5 л / 180 л.с. / Дизельавтоматуниверсал 5 дв.переднийчёрный;https://auto.ru/cars/used/sale/audi/a6/1120711192-527b541f/;600000;1999
Audi A4 I (B5) Рестайлинг1.9 л / 90 л.с. / Дизельавтоматуниверсал 5 дв.переднийбелый;https://auto.ru/cars/used/sale/audi/a4/1120338963-dbe5e385/;400000;1999
Audi A6 II (C5)1.8 л / 150 л.с. / Бензинмеханикаседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a6/1121001530-0514bc36/;360000;1999
Audi A6 II (C5)2.7 л / 250 л.с. / Бензинмеханикаседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a6/1120998624-64ebc524/;870000;1999
Audi A6 II (C5)1.8 л / 150 л.с. / Бензинвариаторседанпереднийчёрный;https://auto.ru/cars/used/sale/audi/a6/1121001140-35e659e0/;260000;1998
Audi A6 II (C5)1.9 л / 115 л.с. / Дизельмеханикауниверсал 5 дв.переднийсиний;https://auto.ru/cars/used/sale/audi/a6/1120596006-814fdc16/;500000;1998
Audi A8 I (D2)3.7 л / 230 л.с. / Бензинавтоматседанпереднийсиний;https://auto.ru/cars/used/sale/audi/a8/1121003614-9bb601cd/;400000;1996
Audi A6 I (C4)2.0 л / 140 л.с. / Бензинмеханикаседанпереднийсеребристый;https://auto.ru/cars/used/sale/audi/a6/1120999051-1831f1c6/;620000;1996
Audi A6 I (C4)2.0 л / 101 л.с. / Бензинмеханикаседанпереднийсерый;https://auto.ru/cars/used/sale/audi/a6/1120998125-d00c32fc/;170000;1995
Audi 100 IV (C4)2.0 л / 137 л.с. / Бензинавтоматседанпереднийсиний;https://auto.ru/cars/used/sale/audi/100/1120574043-afd094c2/;240000;1991
Audi 100 IV (C4)2.6 л / 150 л.с. / Бензинмеханикаседанпереднийкрасный;https://auto.ru/cars/used/sale/audi/100/1121001724-cc2210a4/;380000;1991
